username,date,followers,growth,follows,unfollows,posts,stories,reels,ads_posted,post_time,posted_in_optimal_window,hashtags_used,avg_hashtag_count,reach,profile_visits,post_likes,reel_plays,reel_engagement,story_reach,story_engagement,comments,saves,shares,engagement_rate,ad_engagement,share_posts,share_reels,share_stories,post_consistency_variance_7d,saturation_flag,comp_posts,comp_reels,comp_stories,minutes_spent,roi_follows_per_hour,month,quarter,went_viral
creator_alpha,17-04-2023,138674,12,35,23,0,3,1,0,12:30,0,0,0.0,62138,3343,0,4285,545,2103,280,0,0,0,0.013276899803662815,0,0.0,0.25,0.75,1.9183673469387759,0,0,1,3,144,14.583333333333334,4,2,0
creator_alpha,18-04-2023,138701,27,45,18,1,1,1,0,08:00,1,10,10.0,65263,4793,452,4267,543,698,93,46,78,26,0.018969400732421128,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.9183673469387756,0,0,0,3,173,15.606936416184972,4,2,0
creator_alpha,19-04-2023,138747,46,67,21,1,5,1,0,21:00,1,16,16.0,76434,4711,446,4205,535,3441,458,188,74,87,0.02339273098359369,0,0.14285714285714285,0.14285714285714285,0.7142857142857143,1.6734693877551021,0,3,0,3,205,19.609756097560975,4,2,0
creator_alpha,20-04-2023,138771,24,48,24,1,3,1,0,08:00,1,10,10.0,102566,7366,464,4378,557,2149,286,137,34,45,0.014848975293957062,0,0.2,0.2,0.6,1.3877551020408165,0,2,0,1,189,15.238095238095239,4,2,0
creator_alpha,21-04-2023,138786,15,34,19,0,3,1,0,12:30,0,0,0.0,95433,5914,0,3779,481,1855,247,0,0,0,0.007628388502928757,0,0.0,0.25,0.75,0.5714285714285714,0,2,0,2,144,14.166666666666668,4,2,0
creator_alpha,22-04-2023,138794,8,35,27,2,2,0,0,21:00,1,34,17.0,51242,3340,853,0,0,1317,175,275,62,148,0.02952656024355021,0,0.5,0.0,0.5,0.5714285714285714,0,0,1,2,106,19.81132075471698,4,2,0
creator_alpha,23-04-2023,138804,10,37,27,0,6,1,0,12:30,0,0,0.0,93476,5118,0,3531,449,3467,462,0,0,0,0.009745817108134708,0,0.0,0.14285714285714285,0.8571428571428571,0.4897959183673469,0,2,0,1,168,13.214285714285715,4,2,0
creator_alpha,24-04-2023,138844,40,61,21,0,3,2,0,18:30,1,0,0.0,58193,4335,0,8331,1060,2044,272,0,0,0,0.022889350952863746,0,0.0,0.4,0.6,0.48979591836734687,0,2,1,6,264,13.863636363636363,4,2,0
creator_alpha,25-04-2023,138856,12,42,30,0,5,1,0,21:00,1,0,0.0,93948,2410,0,4175,531,3416,455,0,0,0,0.01049516753948993,0,0.0,0.16666666666666666,0.8333333333333334,0.5306122448979591,0,0,0,2,160,15.75,4,2,0
creator_alpha,26-04-2023,138890,34,50,16,3,0,0,0,21:00,1,21,7.0,68319,3875,1101,0,0,0,0,345,149,81,0.024531974999634068,0,1.0,0.0,0.0,1.2653061224489797,0,0,1,1,135,22.22222222222222,4,2,0
creator_alpha,27-04-2023,138940,50,69,19,1,5,2,0,21:00,1,5,5.0,113365,4559,420,7932,1009,3245,432,170,120,22,0.019168173598553346,0,0.125,0.25,0.625,1.2653061224489794,0,0,1,3,325,12.738461538461538,4,2,0
creator_alpha,28-04-2023,139034,94,158,64,0,5,0,1,21:00,1,0,0.0,61331,1281,0,0,0,3515,468,0,0,0,0.007630725081932465,189,0.0,0.0,1.0,1.2653061224489794,0,3,0,3,40,237.0,4,2,0
creator_alpha,29-04-2023,139067,33,53,20,1,2,1,0,12:30,0,21,21.0,75441,3671,449,4241,539,1388,185,58,114,88,0.018994976206572024,0,0.25,0.25,0.5,1.0612244897959184,0,1,1,2,181,17.569060773480665,4,2,0
creator_alpha,30-04-2023,139084,17,34,17,0,4,1,0,08:00,1,0,0.0,102974,3319,0,4106,522,2688,358,0,0,0,0.008545846524365373,0,0.0,0.2,0.8,1.0612244897959184,0,2,0,0,152,13.421052631578949,4,2,0
creator_alpha,01-05-2023,139124,40,82,42,0,4,0,1,21:00,1,0,0.0,99267,3892,0,0,0,2567,342,0,0,0,0.0034452537096920427,425,0.0,0.0,1.0,1.0612244897959184,0,1,2,2,32,153.75,5,2,0
creator_alpha,02-05-2023,139323,199,226,27,1,6,2,1,08:00,1,14,14.0,93525,2855,445,8410,1070,4128,550,193,80,57,0.025608126169473402,385,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.9795918367346937,0,0,1,7,333,40.72072072072072,5,2,0
creator_alpha,03-05-2023,139376,53,83,30,1,2,2,0,12:30,0,9,9.0,87192,5748,469,8846,1125,1447,193,140,115,64,0.024153592072667217,0,0.2,0.4,0.4,0.24489795918367346,0,0,0,2,301,16.54485049833887,5,2,0
creator_alpha,04-05-2023,139568,192,242,50,3,1,2,1,08:00,1,63,21.0,105797,6415,1324,8326,1059,681,90,217,113,205,0.028431808085295423,339,0.5,0.3333333333333333,0.16666666666666666,0.9795918367346937,1,2,2,4,383,37.911227154047,5,2,0
creator_alpha,05-05-2023,139645,77,98,21,2,5,2,0,12:30,0,28,14.0,140906,9007,901,8503,1082,3478,463,245,167,196,0.021674023817296637,0,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.9795918367346939,0,3,1,6,370,15.891891891891891,5,2,0
creator_alpha,06-05-2023,139668,23,44,21,0,4,1,0,18:30,1,0,0.0,80503,4025,0,3737,475,2446,326,0,0,0,0.009949939753797996,0,0.0,0.2,0.8,1.1428571428571428,0,1,0,1,152,17.36842105263158,5,2,0
creator_alpha,07-05-2023,139682,14,32,18,0,5,1,0,21:00,1,0,0.0,72865,4397,0,4041,514,3306,440,0,0,0,0.01309270568860221,0,0.0,0.16666666666666666,0.8333333333333334,1.1428571428571428,0,2,1,1,160,12.0,5,2,0
creator_alpha,08-05-2023,139668,-14,4,18,0,1,0,0,12:30,0,0,0.0,132981,6305,0,0,0,582,77,0,0,0,0.0005790300870049105,0,0.0,0.0,1.0,1.1428571428571428,0,0,1,5,8,30.0,5,2,0
creator_alpha,09-05-2023,139693,25,40,15,1,3,1,0,12:30,0,14,14.0,95201,2387,392,3705,471,1818,242,202,105,31,0.015157403808783521,0,0.2,0.2,0.6,1.1428571428571428,0,3,0,2,189,12.6984126984127,5,2,0
creator_alpha,10-05-2023,145105,5412,5428,16,1,2,1,0,12:30,0,17,17.0,85874,4155,426,4022,512,1316,175,164,109,51,0.016733819316673264,0,0.25,0.25,0.5,1.1428571428571428,0,2,0,2,181,1799.3370165745857,5,2,1
creator_alpha,11-05-2023,145106,1,20,19,0,2,1,0,18:30,1,0,0.0,101515,7269,0,3656,465,1196,159,0,0,0,0.00614687484608186,0,0.0,0.3333333333333333,0.6666666666666666,0.5306122448979591,0,1,2,0,136,8.823529411764707,5,2,0
creator_alpha,12-05-2023,145149,43,69,26,3,1,1,0,21:00,1,39,13.0,85643,3369,1361,4277,544,700,93,191,350,119,0.0310358114498558,0,0.6,0.2,0.2,1.0612244897959184,0,0,0,3,263,15.741444866920151,5,2,0
creator_alpha,13-05-2023,145212,63,78,15,2,5,2,0,18:30,1,40,20.0,134887,5888,858,8090,1029,3309,441,327,164,146,0.02198136217722983,0,0.2222222222222222,0.2222222222222222,0.5555555555555556,1.1428571428571428,0,2,2,1,370,12.648648648648647,5,2,0
creator_alpha,14-05-2023,145245,33,72,39,0,1,0,1,08:00,1,0,0.0,59932,3109,0,0,0,665,88,0,0,0,0.0014683307748781954,139,0.0,0.0,1.0,1.1428571428571428,0,2,1,3,8,540.0,5,2,0
creator_alpha,15-05-2023,145302,57,76,19,2,3,1,0,12:30,0,40,20.0,84421,5114,953,4492,571,2205,294,269,152,167,0.028500017768090878,0,0.3333333333333333,0.16666666666666666,0.5,1.0612244897959184,0,1,0,2,234,19.48717948717949,5,2,0
creator_alpha,16-05-2023,145464,162,205,43,3,0,1,1,18:30,1,51,17.0,92783,5192,1400,4402,560,0,0,488,327,214,0.03221495317030059,342,0.75,0.25,0.0,1.3877551020408163,0,2,2,2,255,48.23529411764706,5,2,0
creator_alpha,17-05-2023,145511,47,75,28,3,3,1,0,21:00,1,15,5.0,131069,10172,1173,3686,469,1809,241,321,429,186,0.02150775545704934,0,0.42857142857142855,0.14285714285714285,0.42857142857142855,1.551020408163265,0,0,1,1,279,16.129032258064516,5,2,0
creator_alpha,18-05-2023,145579,68,89,21,2,5,2,0,12:30,0,32,16.0,63433,1844,884,8341,1061,3412,454,376,84,178,0.04787728784701969,0,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.9795918367346937,0,0,1,4,370,14.432432432432432,5,2,0
creator_alpha,19-05-2023,145572,-7,28,35,1,6,0,0,12:30,0,10,10.0,111589,6800,474,0,0,4394,585,190,30,95,0.012313041608043803,0,0.14285714285714285,0.0,0.8571428571428571,0.9795918367346937,0,3,0,3,93,18.064516129032256,5,2,0
creator_alpha,20-05-2023,145627,55,74,19,4,0,1,0,12:30,0,72,18.0,84747,5472,1508,3556,452,0,0,631,268,197,0.03606027352000661,0,0.8,0.2,0.0,1.551020408163265,1,0,0,5,300,14.8,5,2,0
creator_alpha,21-05-2023,145688,61,81,20,2,5,1,0,08:00,1,26,13.0,96980,6111,916,4319,549,3534,471,116,82,135,0.02339657661373479,0,0.25,0.125,0.625,0.8163265306122449,0,1,2,4,250,19.439999999999998,5,2,0
creator_alpha,22-05-2023,145680,-8,9,17,0,3,0,0,12:30,0,0,0.0,85864,5750,0,0,0,2198,293,0,0,0,0.003412373055063822,0,0.0,0.0,1.0,1.5510204081632655,0,4,1,1,24,22.5,5,2,0
creator_alpha,23-05-2023,145740,60,77,17,3,6,0,0,08:00,1,18,6.0,92032,3417,1305,0,0,4028,537,586,376,121,0.031782423504867874,0,0.3333333333333333,0.0,0.6666666666666666,1.5510204081632655,0,3,1,1,183,25.245901639344265,5,2,0
creator_alpha,24-05-2023,145723,-17,4,21,0,1,0,0,08:00,1,0,0.0,93175,6660,0,0,0,628,83,0,0,0,0.0008907968875771398,0,0.0,0.0,1.0,1.9183673469387752,0,0,2,4,8,30.0,5,2,0
creator_alpha,25-05-2023,145729,6,29,23,0,3,1,0,18:30,1,0,0.0,108002,7699,0,3991,507,1959,261,0,0,0,0.00711097942630692,0,0.0,0.25,0.75,2.2448979591836733,0,0,1,4,144,12.083333333333334,5,2,0
creator_alpha,26-05-2023,145752,23,45,22,1,5,1,0,18:30,1,19,19.0,73050,4288,424,4001,509,3273,436,136,123,77,0.023340177960301165,0,0.14285714285714285,0.14285714285714285,0.7142857142857143,2.2448979591836733,0,2,0,2,205,13.170731707317074,5,2,0
creator_alpha,27-05-2023,145764,12,36,24,2,3,0,0,21:00,1,32,16.0,147366,9517,878,0,0,2032,270,239,175,155,0.011651262842175264,0,0.4,0.0,0.6,1.2653061224489797,0,0,2,5,114,18.947368421052634,5,2,0
creator_alpha,28-05-2023,145823,59,78,19,3,0,2,0,08:00,1,15,5.0,60787,2519,1170,7356,936,0,0,149,238,292,0.045815717176369945,0,0.6,0.4,0.0,1.63265306122449,1,3,0,3,375,12.48,5,2,0
creator_alpha,29-05-2023,145858,35,55,20,1,5,1,0,12:30,0,11,11.0,84415,3834,402,3793,482,3103,413,43,42,47,0.016928271041876445,0,0.14285714285714285,0.14285714285714285,0.7142857142857143,1.3877551020408165,0,1,2,5,205,16.097560975609756,5,2,0
creator_alpha,30-05-2023,146035,177,194,17,2,4,0,1,18:30,1,8,4.0,130456,6189,759,0,0,2343,312,373,97,73,0.012371987490034955,211,0.3333333333333333,0.0,0.6666666666666666,1.0612244897959184,0,3,0,3,122,95.40983606557377,5,2,0
creator_alpha,31-05-2023,146186,151,203,52,1,0,0,1,21:00,1,17,17.0,96165,6408,481,0,0,0,0,121,40,81,0.0075183278739666196,183,1.0,0.0,0.0,0.8163265306122449,0,1,1,4,45,270.6666666666667,5,2,0
creator_alpha,01-06-2023,146239,53,63,10,0,8,2,0,18:30,1,0,0.0,88814,3674,0,8089,1029,5295,706,0,0,0,0.019535208413088027,0,0.0,0.2,0.8,0.8163265306122448,0,3,0,3,304,12.43421052631579,6,2,0
creator_alpha,02-06-2023,146261,22,45,23,3,2,0,0,21:00,1,15,5.0,69554,4867,1123,0,0,1155,154,604,310,251,0.03510941139258705,0,0.6,0.0,0.4,1.0612244897959184,0,1,1,2,151,17.880794701986755,6,2,0
creator_alpha,03-06-2023,146318,57,82,25,3,3,1,0,08:00,1,12,4.0,144460,5133,1111,3492,444,1714,228,355,389,264,0.019320227052471273,0,0.42857142857142855,0.14285714285714285,0.42857142857142855,1.2653061224489797,0,1,1,2,279,17.634408602150536,6,2,0
creator_alpha,04-06-2023,146421,103,156,53,6,2,0,1,12:30,0,90,15.0,140168,10146,2498,0,0,1285,171,603,259,368,0.02781662005593288,376,0.75,0.0,0.25,3.346938775510204,1,1,1,4,286,32.72727272727273,6,2,0
creator_alpha,05-06-2023,146427,6,32,26,0,2,1,0,12:30,0,0,0.0,68938,5474,0,3573,454,1169,155,0,0,0,0.008834024775885579,0,0.0,0.3333333333333333,0.6666666666666666,3.8367346938775513,0,1,1,3,136,14.117647058823529,6,2,0
creator_alpha,06-06-2023,146403,-24,4,28,0,1,0,0,08:00,1,0,0.0,107279,7346,0,0,0,657,87,0,0,0,0.0008109695280530206,0,0.0,0.0,1.0,4.408163265306122,0,2,1,1,8,30.0,6,2,0
creator_alpha,07-06-2023,146620,217,264,47,2,2,2,1,18:30,1,20,10.0,155058,3540,920,8681,1104,1420,189,243,77,82,0.01686465709605438,221,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.285714285714286,0,1,2,3,346,45.78034682080925,6,2,0
creator_alpha,08-06-2023,146687,67,86,19,2,3,2,0,08:00,1,30,15.0,116173,5976,824,7773,989,1908,254,377,288,153,0.024833653258502404,0,0.2857142857142857,0.2857142857142857,0.42857142857142855,3.6326530612244894,0,2,1,3,354,14.576271186440676,6,2,0
creator_alpha,09-06-2023,146708,21,42,21,1,4,1,0,08:00,1,5,5.0,148971,10029,407,3844,489,2516,335,218,79,35,0.010491974948144269,0,0.16666666666666666,0.16666666666666666,0.6666666666666666,3.7142857142857144,0,2,2,3,197,12.791878172588833,6,2,0
creator_alpha,10-06-2023,146707,-1,26,27,0,3,1,0,18:30,1,0,0.0,122267,3555,0,3646,464,1790,238,0,0,0,0.00574153287477406,0,0.0,0.25,0.75,3.9591836734693886,0,3,1,2,144,10.833333333333334,6,2,0
creator_alpha,11-06-2023,146727,20,47,27,2,2,1,0,08:00,1,36,18.0,83955,6572,856,4039,514,1322,176,262,94,92,0.023750818891072598,0,0.4,0.2,0.4,0.8571428571428571,0,1,0,4,226,12.47787610619469,6,2,0
creator_alpha,12-06-2023,146742,15,41,26,2,4,0,0,18:30,1,26,13.0,127756,4225,901,0,0,2782,371,238,134,64,0.013369235104417796,0,0.3333333333333333,0.0,0.6666666666666666,0.7755102040816327,0,2,0,3,122,20.16393442622951,6,2,0
creator_alpha,13-06-2023,146820,78,95,17,2,1,2,0,08:00,1,12,6.0,129722,4943,895,8444,1074,690,92,358,281,98,0.021569201831609132,0,0.4,0.4,0.2,0.5306122448979592,0,0,0,0,338,16.863905325443785,6,2,0
creator_alpha,14-06-2023,146813,-7,20,27,0,1,1,0,08:00,1,0,0.0,70837,3230,0,3960,504,648,86,0,0,0,0.008328980617473919,0,0.0,0.5,0.5,0.7755102040816327,0,2,1,2,128,9.375,6,2,0
creator_alpha,15-06-2023,146852,39,61,22,3,5,0,0,18:30,1,33,11.0,133317,6911,1431,0,0,3680,490,261,162,213,0.01917984953156762,0,0.375,0.0,0.625,1.1020408163265305,0,1,0,3,175,20.914285714285715,6,2,0
creator_alpha,16-06-2023,146929,77,138,61,2,5,1,1,18:30,1,14,7.0,87610,6717,771,3636,462,2975,396,171,182,59,0.0232964273484762,447,0.25,0.125,0.625,1.1020408163265307,0,4,0,4,250,33.12,6,2,0
creator_alpha,17-06-2023,146954,25,56,31,1,3,1,0,18:30,1,14,14.0,92324,7204,394,3718,473,1825,243,182,111,82,0.01608465837702006,0,0.2,0.2,0.6,0.7755102040816327,0,2,1,1,189,17.77777777777778,6,2,0
creator_alpha,18-06-2023,147025,71,96,25,5,7,1,0,12:30,0,55,11.0,122862,3110,1933,3645,463,4175,556,239,259,256,0.03016392375185167,0,0.38461538461538464,0.07692307692307693,0.5384615384615384,2.1224489795918364,1,2,1,3,401,14.364089775561096,6,2,0
creator_alpha,19-06-2023,147049,24,45,21,2,3,0,0,18:30,1,28,14.0,77373,1876,810,0,0,1876,250,173,178,137,0.020006979178783295,0,0.4,0.0,0.6,2.1224489795918364,0,2,1,4,114,23.68421052631579,6,2,0
creator_alpha,20-06-2023,147105,56,75,19,1,3,2,0,18:30,1,4,4.0,112886,7889,439,8287,1054,2034,271,195,117,101,0.01928494233120139,0,0.16666666666666666,0.3333333333333333,0.5,2.2857142857142856,0,0,0,4,309,14.563106796116504,6,2,0
creator_alpha,21-06-2023,147089,-16,14,30,1,0,0,0,21:00,1,9,9.0,124471,7863,403,0,0,0,0,215,105,49,0.006202247913168529,0,1.0,0.0,0.0,1.836734693877551,0,0,0,2,45,18.666666666666668,6,2,0
creator_alpha,22-06-2023,147162,73,97,24,3,6,2,0,18:30,1,42,14.0,90964,2956,1314,8265,1051,4057,540,336,359,232,0.042126555560441495,0,0.2727272727272727,0.18181818181818182,0.5454545454545454,1.836734693877551,1,0,0,3,423,13.75886524822695,6,2,0
creator_alpha,23-06-2023,147165,3,22,19,1,3,0,0,12:30,0,18,18.0,122635,5634,381,0,0,1764,235,172,117,77,0.008007501936641253,0,0.25,0.0,0.75,2.0,0,1,1,6,69,19.1304347826087,6,2,0
creator_alpha,24-06-2023,147199,34,55,21,2,4,1,0,21:00,1,40,20.0,81085,6224,902,4255,541,2785,371,119,81,86,0.02589874822716902,0,0.2857142857142857,0.14285714285714285,0.5714285714285714,1.836734693877551,0,3,1,3,242,13.636363636363637,6,2,0
creator_alpha,25-06-2023,147267,68,90,22,3,0,2,0,21:00,1,12,4.0,146257,10221,1159,7290,927,0,0,664,373,262,0.023144191389130094,0,0.6,0.4,0.0,0.6938775510204082,1,3,0,0,375,14.4,6,2,0
creator_alpha,26-06-2023,147282,15,37,22,1,3,1,0,18:30,1,16,16.0,74960,5080,390,3683,468,1808,241,52,51,69,0.016955709711846317,0,0.2,0.2,0.6,0.7755102040816327,0,2,0,4,189,11.746031746031747,6,2,0
creator_alpha,27-06-2023,147367,85,111,26,4,5,1,0,08:00,1,48,12.0,58950,2709,1941,4575,582,3743,499,449,239,393,0.06960135708227311,0,0.4,0.1,0.5,1.2653061224489797,0,0,0,4,340,19.588235294117645,6,2,0
creator_alpha,28-06-2023,147350,-17,9,26,0,2,0,0,08:00,1,0,0.0,119359,6475,0,0,0,1527,203,0,0,0,0.0017007515143390947,0,0.0,0.0,1.0,1.7142857142857142,0,1,2,3,16,33.75,6,2,0
creator_alpha,29-06-2023,147368,18,42,24,1,4,1,0,21:00,1,12,12.0,99812,6295,490,4625,588,3027,403,177,78,93,0.01832444996593596,0,0.16666666666666666,0.16666666666666666,0.6666666666666666,1.6326530612244896,0,1,0,5,197,12.791878172588833,6,2,0
creator_alpha,30-06-2023,147378,10,36,26,1,2,1,0,21:00,1,15,15.0,149176,5803,473,4461,567,1459,194,184,105,69,0.01067195795570333,0,0.25,0.25,0.5,1.6326530612244896,0,1,1,2,181,11.933701657458563,6,2,0
creator_alpha,01-07-2023,147408,30,56,26,0,5,1,0,12:30,0,0,0.0,115521,8376,0,4623,588,3783,504,0,0,0,0.009452826758771132,0,0.0,0.16666666666666666,0.8333333333333334,1.9591836734693877,0,1,1,3,160,21.0,7,3,0
creator_alpha,02-07-2023,147439,31,49,18,2,1,1,0,12:30,0,32,16.0,122309,5091,766,3612,459,591,78,255,298,120,0.016155802107776205,0,0.5,0.25,0.25,1.6326530612244898,0,2,0,2,218,13.486238532110091,7,3,0
creator_alpha,03-07-2023,147516,77,103,26,3,5,1,0,08:00,1,54,18.0,122039,2718,1355,4260,542,3485,464,229,385,290,0.026753742656036184,0,0.3333333333333333,0.1111111111111111,0.5555555555555556,1.9591836734693882,0,2,0,5,295,20.94915254237288,7,3,0
creator_alpha,04-07-2023,147545,29,58,29,1,6,1,0,12:30,0,10,10.0,65745,5062,476,4492,571,4410,588,84,142,87,0.02962962962962963,0,0.125,0.125,0.75,0.9795918367346939,0,1,1,2,213,16.338028169014084,7,3,0
creator_alpha,05-07-2023,147647,102,126,24,1,6,2,1,21:00,1,8,8.0,90932,6345,480,9063,1153,4449,593,75,54,98,0.026976201997096733,372,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.7755102040816327,0,1,1,3,333,22.7027027027027,7,3,0
creator_alpha,06-07-2023,147643,-4,29,33,0,6,0,0,18:30,1,0,0.0,99879,5493,0,0,0,4632,617,0,0,0,0.006177474744440773,0,0.0,0.0,1.0,0.9795918367346939,0,2,1,5,48,36.25,7,3,0
creator_alpha,07-07-2023,147678,35,48,13,1,5,1,0,18:30,1,16,16.0,147321,8057,392,3704,471,3031,404,137,112,95,0.01093530453906775,0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.9795918367346939,0,0,1,4,205,14.048780487804878,7,3,0
creator_alpha,08-07-2023,147771,93,120,27,1,4,1,1,18:30,1,16,16.0,103582,5813,442,4169,530,2728,363,75,61,102,0.015186036183892955,132,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.7755102040816327,0,1,2,6,197,36.54822335025381,7,3,0
creator_alpha,09-07-2023,147819,48,73,25,1,5,2,0,18:30,1,7,7.0,69443,4429,435,8218,1045,3361,448,103,75,49,0.031032645479025962,0,0.125,0.25,0.625,0.6938775510204079,0,1,0,3,325,13.476923076923077,7,3,0
creator_alpha,10-07-2023,147820,1,25,24,1,3,0,0,21:00,1,14,14.0,127867,4241,457,0,0,2116,282,202,114,46,0.008610509357379151,0,0.25,0.0,0.75,0.12244897959183675,0,2,1,2,69,21.73913043478261,7,3,0
creator_alpha,11-07-2023,147879,59,115,56,2,3,2,1,08:00,1,18,9.0,111214,5043,918,8660,1102,2125,283,93,242,173,0.025275594799215925,378,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.2857142857142857,0,0,1,4,354,19.491525423728813,7,3,0
creator_alpha,12-07-2023,147908,29,57,28,1,2,2,0,18:30,1,16,16.0,103078,6167,443,8355,1063,1367,182,84,129,96,0.019373678185451795,0,0.2,0.4,0.4,0.2857142857142857,0,1,0,3,301,11.362126245847175,7,3,0
creator_alpha,13-07-2023,147913,5,20,15,0,4,0,0,21:00,1,0,0.0,139644,9898,0,0,0,2343,312,0,0,0,0.002234252814299218,0,0.0,0.0,1.0,0.2857142857142857,0,2,1,2,32,37.5,7,3,0
creator_alpha,14-07-2023,147923,10,27,17,0,2,1,0,18:30,1,0,0.0,100529,3217,0,3979,506,1302,173,0,0,0,0.006754269912164649,0,0.0,0.3333333333333333,0.6666666666666666,0.4081632653061224,0,1,2,2,136,11.911764705882353,7,3,0
creator_alpha,15-07-2023,147932,9,37,28,0,3,1,0,18:30,1,0,0.0,71510,3182,0,3737,475,1834,244,0,0,0,0.01005453782687736,0,0.0,0.25,0.75,0.48979591836734687,0,0,1,4,144,15.416666666666668,7,3,0
creator_alpha,16-07-2023,147974,42,70,28,2,3,1,0,21:00,1,8,4.0,64921,4237,763,3601,458,1767,235,201,95,119,0.02881964233452966,0,0.3333333333333333,0.16666666666666666,0.5,0.6938775510204082,0,2,1,1,234,17.94871794871795,7,3,0
creator_alpha,17-07-2023,148011,37,61,24,1,5,1,0,18:30,1,18,18.0,129293,9113,499,4706,599,3851,513,88,36,103,0.01421577347574888,0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.6938775510204082,0,2,1,1,205,17.853658536585368,7,3,0
creator_alpha,18-07-2023,148053,42,61,19,1,3,1,0,21:00,1,13,13.0,86873,6763,488,4604,586,2260,301,170,136,65,0.02009830442139675,0,0.2,0.2,0.6,0.48979591836734687,0,0,1,0,189,19.365079365079367,7,3,0
creator_alpha,19-07-2023,148232,179,208,29,3,1,1,1,18:30,1,30,10.0,152682,11868,1313,4127,525,675,90,622,128,198,0.018836536068429808,483,0.6,0.2,0.2,1.1428571428571428,0,2,0,2,263,47.45247148288973,7,3,0
creator_alpha,20-07-2023,148288,56,84,28,2,4,2,0,18:30,1,34,17.0,138359,6657,840,7926,1008,2593,345,325,244,111,0.020764821948698674,0,0.25,0.25,0.5,1.0612244897959184,0,3,1,3,362,13.922651933701658,7,3,0
creator_alpha,21-07-2023,148350,62,80,18,5,2,0,0,18:30,1,80,16.0,138389,10094,1914,0,0,1181,157,579,381,339,0.02435164644588804,0,0.7142857142857143,0.0,0.2857142857142857,2.2857142857142856,1,1,1,3,241,19.91701244813278,7,3,0
creator_alpha,22-07-2023,148369,19,30,11,1,1,1,0,12:30,0,14,14.0,83248,5773,399,3765,479,616,82,101,91,39,0.014306650009609841,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.8367346938775508,0,3,1,4,173,10.404624277456648,7,3,0
creator_alpha,23-07-2023,148404,35,60,25,2,5,1,0,12:30,0,42,21.0,133962,5126,786,3709,472,3035,404,188,73,104,0.01513115659664681,0,0.25,0.125,0.625,1.836734693877551,0,2,0,3,250,14.399999999999999,7,3,0
creator_alpha,24-07-2023,148422,18,39,21,3,1,0,0,12:30,0,39,13.0,142840,8070,1479,0,0,760,101,482,393,180,0.018447213665639877,0,0.75,0.0,0.25,1.6734693877551021,0,2,1,3,143,16.363636363636363,7,3,0
creator_alpha,25-07-2023,148435,13,33,20,0,2,1,0,12:30,0,0,0.0,78784,1682,0,4396,559,1438,191,0,0,0,0.00951969943135662,0,0.0,0.3333333333333333,0.6666666666666666,2.204081632653061,0,4,1,3,136,14.558823529411764,7,3,0
creator_alpha,26-07-2023,148422,-13,12,25,0,3,0,0,18:30,1,0,0.0,82404,3187,0,0,0,2174,289,0,0,0,0.003507111305276443,0,0.0,0.0,1.0,2.693877551020408,0,1,0,4,24,30.0,7,3,0
creator_alpha,27-07-2023,148466,44,66,22,1,4,2,0,12:30,0,20,20.0,57181,2539,478,9032,1149,2956,394,121,71,23,0.03910389814798622,0,0.14285714285714285,0.2857142857142857,0.5714285714285714,2.7755102040816326,0,3,0,0,317,12.49211356466877,7,3,0
creator_alpha,28-07-2023,148560,94,118,24,4,4,1,0,12:30,0,28,7.0,143515,7047,1591,3751,477,2455,327,805,181,109,0.02431801553844546,0,0.4444444444444444,0.1111111111111111,0.4444444444444444,1.959183673469388,1,1,0,2,332,21.325301204819276,7,3,0
creator_alpha,29-07-2023,148578,18,35,17,2,3,0,0,08:00,1,14,7.0,117424,2631,905,0,0,2094,279,126,99,198,0.01368544760866603,0,0.4,0.0,0.6,1.9183673469387752,0,0,0,3,114,18.42105263157895,7,3,0
creator_alpha,30-07-2023,154624,6046,6065,19,2,5,1,0,18:30,1,20,10.0,100206,5189,834,3932,500,3217,429,287,216,121,0.023820928886493824,0,0.25,0.125,0.625,1.9183673469387752,0,1,1,2,250,1455.6,7,3,1
creator_alpha,31-07-2023,154658,34,53,19,0,4,2,0,12:30,0,0,0.0,131010,8825,0,8574,1091,2806,374,0,0,0,0.01118235249217617,0,0.0,0.3333333333333333,0.6666666666666666,1.9183673469387759,0,2,1,2,272,11.691176470588236,7,3,0
creator_alpha,01-08-2023,154703,45,72,27,2,6,1,0,21:00,1,14,7.0,54368,1912,906,4272,543,4195,559,380,257,123,0.05091230135373749,0,0.2222222222222222,0.1111111111111111,0.6666666666666666,1.6734693877551023,0,1,0,3,258,16.74418604651163,8,3,0
